#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CA2	SLC4A8	9606.ENSP00000285379	9606.ENSP00000405812	0	0	0	0	0.087	0.292	0	0.695	0.785
CA2	SLC4A4	9606.ENSP00000285379	9606.ENSP00000393557	0	0	0	0	0.101	0.087	0	0.880	0.893
CA4	LEP	9606.ENSP00000300900	9606.ENSP00000312652	0	0	0	0	0.053	0	0	0.413	0.421
CA4	SNCA	9606.ENSP00000300900	9606.ENSP00000500990	0	0	0	0	0.080	0	0	0.401	0.426
CA4	SLC4A8	9606.ENSP00000300900	9606.ENSP00000405812	0	0	0	0	0.087	0.045	0	0.401	0.432
CA4	MAPT	9606.ENSP00000300900	9606.ENSP00000340820	0	0.004	0	0	0.067	0.070	0	0.414	0.447
CA4	SLC4A4	9606.ENSP00000300900	9606.ENSP00000393557	0	0	0	0	0.127	0.258	0	0.747	0.822
CACHD1	SEZ6L2	9606.ENSP00000290039	9606.ENSP00000481917	0	0	0	0	0.062	0	0	0.391	0.404
CACHD1	RAB30	9606.ENSP00000290039	9606.ENSP00000435189	0	0	0	0	0	0	0	0.435	0.435
CACHD1	TMEM259	9606.ENSP00000290039	9606.ENSP00000349087	0	0	0	0	0	0	0	0.475	0.475
CACHD1	CACNA2D1	9606.ENSP00000290039	9606.ENSP00000349320	0	0	0	0.555	0.084	0	0.540	0.222	0.643
CACHD1	CACNB3	9606.ENSP00000290039	9606.ENSP00000301050	0	0	0	0	0.055	0.302	0.540	0.130	0.700
CACNA2D1	CAV2	9606.ENSP00000349320	9606.ENSP00000222693	0	0	0	0	0.044	0	0	0.608	0.609
CACNA2D1	COL1A1	9606.ENSP00000349320	9606.ENSP00000225964	0	0	0	0	0.068	0	0	0.402	0.419
CACNA2D1	KCNJ2	9606.ENSP00000349320	9606.ENSP00000243457	0	0	0	0	0.066	0	0	0.599	0.610
CACNA2D1	LIPE	9606.ENSP00000349320	9606.ENSP00000244289	0	0	0	0	0	0	0	0.433	0.433
CACNA2D1	PDGFRA	9606.ENSP00000349320	9606.ENSP00000257290	0	0	0	0	0.145	0	0	0.388	0.454
CACNA2D1	CASQ2	9606.ENSP00000349320	9606.ENSP00000261448	0	0	0	0	0.057	0.049	0	0.430	0.444
CACNA2D1	RASGRF2	9606.ENSP00000349320	9606.ENSP00000265080	0	0	0	0	0.088	0	0.650	0.061	0.674
CACNA2D1	CACNB3	9606.ENSP00000349320	9606.ENSP00000301050	0	0	0	0	0.060	0.875	0.900	0.686	0.995
CACNA2D1	PPP2R1B	9606.ENSP00000349320	9606.ENSP00000311344	0	0	0	0	0	0	0.650	0	0.650
CACNA2D1	SCN4B	9606.ENSP00000349320	9606.ENSP00000322460	0	0	0	0	0.086	0	0	0.493	0.517
CACNA2D1	OXTR	9606.ENSP00000349320	9606.ENSP00000324270	0	0	0	0	0	0	0.650	0.101	0.671
CACNA2D1	CAV1	9606.ENSP00000349320	9606.ENSP00000339191	0	0	0	0	0.068	0	0	0.546	0.559
CACNA2D1	MYH11	9606.ENSP00000349320	9606.ENSP00000379616	0	0	0	0	0.056	0	0	0.395	0.405
CACNA2D1	KCNIP2	9606.ENSP00000349320	9606.ENSP00000420040	0	0	0	0	0.067	0	0	0.389	0.406
CACNA2D1	TMEM132C	9606.ENSP00000349320	9606.ENSP00000410852	0	0	0	0	0.092	0	0	0.405	0.437
CACNA2D1	DCLK1	9606.ENSP00000349320	9606.ENSP00000353846	0	0	0	0	0.147	0	0	0.420	0.484
CACNA2D1	JUP	9606.ENSP00000349320	9606.ENSP00000377508	0	0	0	0	0	0	0	0.516	0.516
CACNA2D1	CALM1	9606.ENSP00000349320	9606.ENSP00000499717	0	0	0	0	0	0	0	0.626	0.626
CACNA2D1	KCNJ8	9606.ENSP00000349320	9606.ENSP00000499300	0	0	0	0	0.086	0	0	0.715	0.728
CACNB3	GNG11	9606.ENSP00000301050	9606.ENSP00000248564	0	0	0	0	0.052	0	0.500	0	0.505
CACNB3	RASGRF2	9606.ENSP00000301050	9606.ENSP00000265080	0	0	0	0	0	0	0.650	0.090	0.667
CACNB3	CGN	9606.ENSP00000301050	9606.ENSP00000271636	0	0	0	0	0.072	0	0	0.425	0.443
CACNB3	GNG2	9606.ENSP00000301050	9606.ENSP00000334448	0	0	0	0	0	0	0.500	0	0.499
CACNB3	GNAI1	9606.ENSP00000301050	9606.ENSP00000497260	0	0	0	0	0.055	0	0.500	0.070	0.522
CACNB3	PPP2R1B	9606.ENSP00000301050	9606.ENSP00000311344	0	0	0	0	0	0	0.650	0	0.650
CACNB3	OXTR	9606.ENSP00000301050	9606.ENSP00000324270	0	0	0	0	0	0	0.650	0.052	0.654
CALB2	EPCAM	9606.ENSP00000307508	9606.ENSP00000263735	0	0	0	0	0	0	0	0.544	0.544
CALB2	NTRK2	9606.ENSP00000307508	9606.ENSP00000277120	0	0	0	0	0.099	0.099	0	0.373	0.446
CALB2	KIT	9606.ENSP00000307508	9606.ENSP00000288135	0	0	0	0	0.044	0	0	0.534	0.535
CALB2	S100B	9606.ENSP00000307508	9606.ENSP00000291700	0	0	0	0	0.074	0.046	0	0.479	0.500
CALB2	PTGER4	9606.ENSP00000307508	9606.ENSP00000302846	0	0	0	0	0	0	0	0.621	0.621
CALB2	FOS	9606.ENSP00000307508	9606.ENSP00000306245	0	0	0	0	0	0.063	0	0.462	0.475
CALB2	MYO6	9606.ENSP00000307508	9606.ENSP00000358994	0	0	0	0	0	0.301	0	0.226	0.436
CALB2	CLDN5	9606.ENSP00000307508	9606.ENSP00000385477	0	0	0	0	0.074	0	0	0.416	0.437
CALB2	SNCA	9606.ENSP00000307508	9606.ENSP00000500990	0	0	0	0	0.068	0	0	0.423	0.439
CALB2	KRT19	9606.ENSP00000307508	9606.ENSP00000355124	0	0	0	0	0.047	0.104	0	0.411	0.453
CALB2	PECAM1	9606.ENSP00000307508	9606.ENSP00000457421	0	0	0	0	0.044	0.045	0	0.508	0.511
CALB2	CLU	9606.ENSP00000307508	9606.ENSP00000315130	0	0	0	0	0.103	0	0	0.482	0.515
CALB2	THBD	9606.ENSP00000307508	9606.ENSP00000366307	0	0	0	0	0.044	0.109	0	0.480	0.518
CALB2	RBPMS	9606.ENSP00000307508	9606.ENSP00000340176	0	0	0	0	0	0	0	0.538	0.538
CALB2	CLDN4	9606.ENSP00000307508	9606.ENSP00000409544	0	0	0	0	0.044	0	0	0.584	0.585
CALB2	CD34	9606.ENSP00000307508	9606.ENSP00000310036	0	0	0	0	0.062	0	0	0.597	0.606
CALB2	FOXP2	9606.ENSP00000307508	9606.ENSP00000386200	0	0	0	0	0	0	0	0.610	0.610
CALB2	MME	9606.ENSP00000307508	9606.ENSP00000418525	0	0	0	0	0.087	0	0	0.621	0.639
CALB2	LHX6	9606.ENSP00000307508	9606.ENSP00000377854	0	0	0	0	0.067	0.100	0	0.746	0.768
CALM1	FKBP4	9606.ENSP00000499717	9606.ENSP00000001008	0	0	0	0	0.074	0.365	0	0.067	0.403
CALM1	PYGL	9606.ENSP00000499717	9606.ENSP00000216392	0	0	0	0	0.056	0.159	0.400	0.108	0.518
CALM1	RHOQ	9606.ENSP00000499717	9606.ENSP00000238738	0	0	0	0	0.076	0.097	0.400	0.098	0.488
CALM1	KCNJ2	9606.ENSP00000499717	9606.ENSP00000243457	0	0	0	0	0.059	0	0	0.482	0.492
CALM1	CASQ2	9606.ENSP00000499717	9606.ENSP00000261448	0	0	0	0	0	0.109	0	0.696	0.718
CALM1	EPAS1	9606.ENSP00000499717	9606.ENSP00000263734	0	0	0	0	0.042	0	0	0.439	0.439
CALM1	RASGRF2	9606.ENSP00000499717	9606.ENSP00000265080	0	0	0	0	0	0.045	0.400	0.067	0.419
CALM1	ERBB2	9606.ENSP00000499717	9606.ENSP00000269571	0	0	0	0	0	0.474	0	0.119	0.517
CALM1	EGFR	9606.ENSP00000499717	9606.ENSP00000275493	0	0	0	0	0	0.824	0	0.198	0.852
CALM1	ITGA1	9606.ENSP00000499717	9606.ENSP00000282588	0	0	0	0	0	0	0.500	0.049	0.504
CALM1	MYO5B	9606.ENSP00000499717	9606.ENSP00000285039	0	0	0	0	0	0.467	0	0.137	0.521
CALM1	DST	9606.ENSP00000499717	9606.ENSP00000307959	0	0	0	0	0.052	0.429	0	0.639	0.788
CALM1	CAV1	9606.ENSP00000499717	9606.ENSP00000339191	0	0	0	0	0.045	0	0.500	0.245	0.608
CALM1	MAPT	9606.ENSP00000499717	9606.ENSP00000340820	0	0	0	0	0.044	0.523	0	0.538	0.771
CALM1	MYLK	9606.ENSP00000499717	9606.ENSP00000353452	0	0	0	0	0.049	0.970	0.700	0.179	0.992
CALM1	QKI	9606.ENSP00000499717	9606.ENSP00000355094	0	0	0	0	0.058	0	0.400	0	0.411
CALM1	LMOD1	9606.ENSP00000499717	9606.ENSP00000356257	0	0	0	0	0	0	0.500	0.048	0.503
CALM1	MYO6	9606.ENSP00000499717	9606.ENSP00000358994	0	0	0	0	0.044	0.576	0	0.509	0.783
CALM1	SORBS1	9606.ENSP00000499717	9606.ENSP00000360293	0	0	0	0	0.044	0	0.500	0	0.501
CALM1	DLG3	9606.ENSP00000499717	9606.ENSP00000363480	0	0	0	0	0.044	0.188	0.800	0.095	0.840
CALM1	PPP1R12B	9606.ENSP00000499717	9606.ENSP00000375821	0	0	0	0	0	0.104	0.500	0.069	0.546
CALM1	GRK5	9606.ENSP00000499717	9606.ENSP00000376609	0	0	0	0	0.049	0.930	0	0.074	0.933
CALM1	NCALD	9606.ENSP00000499717	9606.ENSP00000379256	0	0	0	0.716	0.055	0.102	0.800	0.124	0.831
CALM1	MYH11	9606.ENSP00000499717	9606.ENSP00000379616	0	0	0	0	0.071	0.244	0.500	0.155	0.663
CALM1	ESRP1	9606.ENSP00000499717	9606.ENSP00000405738	0	0	0	0	0	0	0.400	0	0.400
CALM1	STXBP2	9606.ENSP00000499717	9606.ENSP00000413606	0	0	0	0	0.046	0.066	0.400	0.052	0.425
CALM1	SNCA	9606.ENSP00000499717	9606.ENSP00000500990	0	0	0	0	0.044	0.948	0	0.506	0.973
CANT1	TGFBR3	9606.ENSP00000307674	9606.ENSP00000212355	0	0	0	0	0	0.420	0	0	0.420
CANT1	NT5E	9606.ENSP00000307674	9606.ENSP00000257770	0	0	0	0	0.062	0	0.650	0.300	0.750
CANT1	PDE3B	9606.ENSP00000307674	9606.ENSP00000282096	0	0	0	0	0	0	0.650	0.135	0.684
CANT1	PDE2A	9606.ENSP00000307674	9606.ENSP00000334910	0	0	0	0	0	0	0.650	0.224	0.717
CANT1	PKM	9606.ENSP00000307674	9606.ENSP00000320171	0	0	0	0	0.060	0	0.900	0.052	0.903
CANT1	RRM2	9606.ENSP00000307674	9606.ENSP00000353770	0	0	0	0	0.054	0	0.911	0.121	0.920
CAPN6	GYG2	9606.ENSP00000317214	9606.ENSP00000370555	0	0	0	0	0.087	0	0	0.398	0.427
CASQ2	KCNJ2	9606.ENSP00000261448	9606.ENSP00000243457	0	0	0	0	0.111	0	0	0.737	0.756
CASQ2	CKMT2	9606.ENSP00000261448	9606.ENSP00000404203	0	0	0	0	0.255	0.046	0	0.250	0.421
CASQ2	HSPB7	9606.ENSP00000261448	9606.ENSP00000364870	0	0	0	0	0.322	0.052	0	0.175	0.424
CASQ2	NEXN	9606.ENSP00000261448	9606.ENSP00000333938	0	0	0	0	0.166	0	0	0.357	0.441
CASQ2	CRYAB	9606.ENSP00000261448	9606.ENSP00000433560	0	0	0	0	0.160	0.052	0	0.368	0.453
CASQ2	MYH11	9606.ENSP00000261448	9606.ENSP00000379616	0	0	0	0	0.294	0.082	0	0.242	0.466
CASQ2	SYNPO2	9606.ENSP00000261448	9606.ENSP00000306015	0	0	0	0	0.432	0.050	0	0.090	0.466
CASQ2	KCNK1	9606.ENSP00000261448	9606.ENSP00000355580	0	0	0	0	0	0.053	0	0.461	0.468
CASQ2	KCNJ8	9606.ENSP00000261448	9606.ENSP00000499300	0	0	0	0	0.074	0	0	0.454	0.473
CASQ2	LMOD1	9606.ENSP00000261448	9606.ENSP00000356257	0	0	0	0	0.336	0.045	0	0.312	0.526
CASQ2	JUP	9606.ENSP00000261448	9606.ENSP00000377508	0	0	0	0	0	0.091	0	0.502	0.528
CASQ2	SCN4B	9606.ENSP00000261448	9606.ENSP00000322460	0	0	0	0	0.095	0	0	0.506	0.533
CASQ2	PDLIM3	9606.ENSP00000261448	9606.ENSP00000284767	0	0	0	0	0.228	0.050	0	0.452	0.563
CASQ2	NPR1	9606.ENSP00000261448	9606.ENSP00000357669	0	0	0	0	0.045	0.050	0	0.649	0.654
CASQ2	EPB41L4B	9606.ENSP00000261448	9606.ENSP00000363694	0	0	0	0	0	0.441	0	0.430	0.667
CAT	PGM5	9606.ENSP00000241052	9606.ENSP00000379678	0	0	0	0	0.197	0.072	0	0.279	0.416
CAT	TKT	9606.ENSP00000241052	9606.ENSP00000391481	0	0	0	0	0.379	0.071	0	0.115	0.445
CAT	PGM1	9606.ENSP00000241052	9606.ENSP00000360124	0	0	0	0	0.214	0.204	0	0.279	0.510
CAT	MSRB3	9606.ENSP00000241052	9606.ENSP00000347324	0	0	0	0	0.330	0	0	0.311	0.518
CAT	FOXO1	9606.ENSP00000241052	9606.ENSP00000368880	0	0	0	0	0.062	0	0.500	0.130	0.556
CAT	GPX3	9606.ENSP00000241052	9606.ENSP00000373477	0.057	0	0	0	0.216	0.114	0	0.412	0.564
CAT	GBE1	9606.ENSP00000241052	9606.ENSP00000410833	0	0	0	0	0.392	0	0	0.323	0.571
CAT	SORD	9606.ENSP00000241052	9606.ENSP00000267814	0.115	0	0	0	0.333	0.363	0	0.214	0.665
CAT	HSDL2	9606.ENSP00000241052	9606.ENSP00000381785	0	0	0	0	0.669	0.164	0	0.306	0.791
CAT	TSTD1	9606.ENSP00000241052	9606.ENSP00000388293	0.042	0	0	0	0.110	0	0.792	0.105	0.820
CAT	SOD3	9606.ENSP00000241052	9606.ENSP00000371554	0.115	0	0	0	0.142	0.114	0.792	0.349	0.892
CAV1	CAV2	9606.ENSP00000339191	9606.ENSP00000222693	0	0	0.106	0.852	0.794	0.829	0.900	0.985	0.999
CAV1	CCL2	9606.ENSP00000339191	9606.ENSP00000225831	0	0	0	0	0.074	0	0	0.638	0.650
CAV1	COL1A1	9606.ENSP00000339191	9606.ENSP00000225964	0	0	0	0	0.141	0	0	0.562	0.608
CAV1	NR3C1	9606.ENSP00000339191	9606.ENSP00000231509	0	0	0	0	0.092	0.207	0	0.561	0.656
CAV1	TFPI	9606.ENSP00000339191	9606.ENSP00000233156	0	0	0	0	0.143	0	0	0.441	0.500
CAV1	RHOQ	9606.ENSP00000339191	9606.ENSP00000238738	0	0	0	0	0.073	0.146	0.500	0.189	0.636
CAV1	EGR1	9606.ENSP00000339191	9606.ENSP00000239938	0	0	0	0	0.042	0.043	0	0.565	0.566
CAV1	PTGIS	9606.ENSP00000339191	9606.ENSP00000244043	0	0	0	0	0.050	0.292	0	0.243	0.446
CAV1	LIPE	9606.ENSP00000339191	9606.ENSP00000244289	0	0	0	0	0.043	0	0	0.597	0.598
CAV1	SERPINF1	9606.ENSP00000339191	9606.ENSP00000254722	0	0	0	0	0.049	0	0	0.496	0.500
CAV1	PDGFRA	9606.ENSP00000339191	9606.ENSP00000257290	0	0	0	0	0.084	0.306	0	0.348	0.549
CAV1	LMNB1	9606.ENSP00000339191	9606.ENSP00000261366	0	0	0	0	0	0	0.400	0.245	0.527
CAV1	VWF	9606.ENSP00000339191	9606.ENSP00000261405	0	0	0	0	0.075	0	0	0.446	0.466
CAV1	CDH1	9606.ENSP00000339191	9606.ENSP00000261769	0	0	0	0	0.066	0	0	0.762	0.768
CAV1	MEOX2	9606.ENSP00000339191	9606.ENSP00000262041	0	0	0	0	0.126	0.052	0	0.442	0.497
CAV1	SLC9A3R1	9606.ENSP00000339191	9606.ENSP00000262613	0	0	0	0	0.052	0	0	0.486	0.491
CAV1	EHD2	9606.ENSP00000339191	9606.ENSP00000263277	0	0	0	0	0.338	0	0	0.690	0.786
CAV1	EPAS1	9606.ENSP00000339191	9606.ENSP00000263734	0	0	0	0	0.143	0	0	0.328	0.400
CAV1	MCAM	9606.ENSP00000339191	9606.ENSP00000264036	0	0	0	0	0.138	0.127	0.400	0.210	0.595
CAV1	FGF2	9606.ENSP00000339191	9606.ENSP00000264498	0	0	0	0	0.128	0	0	0.450	0.500
CAV1	ERBB2	9606.ENSP00000339191	9606.ENSP00000269571	0	0	0	0	0.058	0.127	0	0.704	0.735
CAV1	RTKN	9606.ENSP00000339191	9606.ENSP00000272430	0	0	0	0	0.062	0	0.400	0.145	0.476
CAV1	EGFR	9606.ENSP00000339191	9606.ENSP00000275493	0	0	0	0	0.206	0.882	0.800	0.986	0.999
CAV1	DLC1	9606.ENSP00000339191	9606.ENSP00000276297	0	0	0	0	0.098	0.510	0	0.554	0.785
CAV1	PDE3B	9606.ENSP00000339191	9606.ENSP00000282096	0	0	0	0	0	0	0	0.470	0.470
CAV1	ITGA1	9606.ENSP00000339191	9606.ENSP00000282588	0	0	0	0	0.074	0.162	0	0.523	0.597
CAV1	CXADR	9606.ENSP00000339191	9606.ENSP00000284878	0	0	0	0	0.059	0.094	0	0.450	0.490
CAV1	STOM	9606.ENSP00000339191	9606.ENSP00000286713	0	0	0	0	0.067	0.163	0.400	0.543	0.758
CAV1	PPARG	9606.ENSP00000339191	9606.ENSP00000287820	0	0	0	0	0.085	0.516	0	0.512	0.765
CAV1	PLIN1	9606.ENSP00000339191	9606.ENSP00000300055	0	0	0	0	0.048	0	0.750	0.692	0.920
CAV1	IGFBP6	9606.ENSP00000339191	9606.ENSP00000301464	0	0	0	0	0.334	0	0	0.151	0.410
CAV1	S1PR1	9606.ENSP00000339191	9606.ENSP00000305416	0	0	0	0	0.053	0.294	0	0.204	0.422
CAV1	CAVIN2	9606.ENSP00000339191	9606.ENSP00000305675	0	0	0	0	0.141	0.423	0	0.901	0.946
CAV1	CD34	9606.ENSP00000339191	9606.ENSP00000310036	0	0	0	0	0.124	0	0	0.374	0.428
CAV1	LEP	9606.ENSP00000339191	9606.ENSP00000312652	0	0	0	0	0.043	0	0	0.427	0.428
CAV1	SWAP70	9606.ENSP00000339191	9606.ENSP00000315630	0	0	0	0	0.061	0	0.400	0	0.412
CAV1	RHOJ	9606.ENSP00000339191	9606.ENSP00000316729	0	0	0	0	0.111	0.128	0.500	0.137	0.621
CAV1	MET	9606.ENSP00000339191	9606.ENSP00000317272	0	0.066	0	0	0.180	0.295	0	0.380	0.621
CAV1	TNS2	9606.ENSP00000339191	9606.ENSP00000319756	0	0	0	0	0.118	0.292	0	0.167	0.434
CAV1	DIAPH2	9606.ENSP00000339191	9606.ENSP00000321348	0	0	0	0	0.042	0	0.400	0	0.400
CAV1	LAMP1	9606.ENSP00000339191	9606.ENSP00000333298	0	0	0	0	0.059	0.162	0	0.514	0.583
CAV1	PNPLA2	9606.ENSP00000339191	9606.ENSP00000337701	0	0	0	0	0.051	0	0	0.524	0.528
CAV1	GPER1	9606.ENSP00000339191	9606.ENSP00000380281	0	0	0	0	0.059	0	0	0.392	0.403
CAV1	CIDEC	9606.ENSP00000339191	9606.ENSP00000373328	0	0	0	0	0.060	0	0	0.398	0.409
CAV1	FARP1	9606.ENSP00000339191	9606.ENSP00000486285	0	0	0	0	0.060	0	0.400	0.052	0.418
CAV1	SHANK3	9606.ENSP00000339191	9606.ENSP00000489407	0	0	0	0	0.043	0	0	0.417	0.418
CAV1	SDC1	9606.ENSP00000339191	9606.ENSP00000370542	0	0	0	0	0.124	0	0	0.367	0.422
CAV1	VIM	9606.ENSP00000339191	9606.ENSP00000446007	0	0	0	0	0.140	0	0	0.375	0.440
CAV1	CDC42BPB	9606.ENSP00000339191	9606.ENSP00000355237	0	0	0	0	0.100	0.046	0.400	0.050	0.445
CAV1	CLIC2	9606.ENSP00000339191	9606.ENSP00000358460	0	0	0	0	0.056	0	0	0.437	0.446
CAV1	JUN	9606.ENSP00000339191	9606.ENSP00000360266	0	0	0	0	0.045	0	0	0.448	0.451
CAV1	NAV1	9606.ENSP00000339191	9606.ENSP00000356265	0	0	0	0	0.048	0	0	0.447	0.451
CAV1	CFH	9606.ENSP00000339191	9606.ENSP00000356399	0	0	0	0	0.109	0	0	0.416	0.457
CAV1	ID1	9606.ENSP00000339191	9606.ENSP00000365280	0	0	0	0	0.125	0.292	0	0.224	0.477
CAV1	KRT8	9606.ENSP00000339191	9606.ENSP00000449404	0	0	0	0	0.074	0.287	0	0.275	0.479
CAV1	SNCA	9606.ENSP00000339191	9606.ENSP00000500990	0	0	0	0	0.079	0.292	0	0.268	0.481
CAV1	KCNIP2	9606.ENSP00000339191	9606.ENSP00000420040	0	0	0	0	0.052	0	0	0.479	0.484
CAV1	SMAD9	9606.ENSP00000339191	9606.ENSP00000369154	0	0	0	0	0.055	0	0	0.491	0.498
CAV1	IL33	9606.ENSP00000339191	9606.ENSP00000370842	0	0	0	0	0.075	0	0	0.486	0.504
CAV1	TGFBR2	9606.ENSP00000339191	9606.ENSP00000351905	0	0	0	0	0.131	0.165	0	0.379	0.510
CAV1	STAT1	9606.ENSP00000339191	9606.ENSP00000354394	0	0	0	0	0	0	0	0.517	0.517
CAV1	THBD	9606.ENSP00000339191	9606.ENSP00000366307	0	0	0	0	0.106	0	0	0.491	0.525
CAV1	KCNJ8	9606.ENSP00000339191	9606.ENSP00000499300	0	0	0	0	0.092	0	0	0.508	0.534
CAV1	POSTN	9606.ENSP00000339191	9606.ENSP00000369071	0	0	0	0	0.143	0	0	0.482	0.537
CAV1	MUC1	9606.ENSP00000339191	9606.ENSP00000484824	0	0	0	0	0.067	0	0	0.534	0.546
CAV1	COL4A1	9606.ENSP00000339191	9606.ENSP00000364979	0	0	0	0	0.211	0	0	0.448	0.546
CAV1	TEK	9606.ENSP00000339191	9606.ENSP00000369375	0	0	0	0	0.088	0.306	0	0.367	0.564
CAV1	CLDN7	9606.ENSP00000339191	9606.ENSP00000353475	0	0	0	0	0	0	0	0.574	0.574
CAV1	JUP	9606.ENSP00000339191	9606.ENSP00000377508	0	0	0	0	0.042	0.123	0.400	0.276	0.586
CAV1	DMD	9606.ENSP00000339191	9606.ENSP00000354923	0	0	0	0	0.079	0.091	0	0.576	0.615
CAV1	KRT19	9606.ENSP00000339191	9606.ENSP00000355124	0	0	0	0	0.097	0	0	0.599	0.622
CAV1	MMP9	9606.ENSP00000339191	9606.ENSP00000361405	0	0	0	0	0	0	0	0.641	0.641
CAV1	CXCL12	9606.ENSP00000339191	9606.ENSP00000379140	0	0	0	0	0.072	0	0	0.631	0.642
CAV1	GJB2	9606.ENSP00000339191	9606.ENSP00000372295	0	0	0	0	0.047	0.292	0	0.530	0.655
CAV1	EDNRB	9606.ENSP00000339191	9606.ENSP00000366416	0	0	0	0	0.068	0.294	0	0.525	0.660
CAV1	PECAM1	9606.ENSP00000339191	9606.ENSP00000457421	0	0	0	0	0.049	0	0	0.686	0.689
CAV1	RND3	9606.ENSP00000339191	9606.ENSP00000364886	0	0	0	0	0.208	0.166	0.500	0.211	0.705
CAV1	CDH5	9606.ENSP00000339191	9606.ENSP00000497290	0	0	0	0	0.096	0	0	0.695	0.712
CAV1	IL6	9606.ENSP00000339191	9606.ENSP00000385675	0	0	0	0	0.084	0	0	0.701	0.714
CAV1	IGF1	9606.ENSP00000339191	9606.ENSP00000376637	0	0	0	0	0.054	0	0	0.728	0.731
CAV1	CLDN5	9606.ENSP00000339191	9606.ENSP00000385477	0	0	0	0	0.050	0	0	0.730	0.733
CAV1	FN1	9606.ENSP00000339191	9606.ENSP00000346839	0	0	0	0	0.195	0	0	0.727	0.771
CAV1	OCLN	9606.ENSP00000339191	9606.ENSP00000347379	0	0	0	0	0	0.124	0	0.770	0.789
CAV1	FZD5	9606.ENSP00000339191	9606.ENSP00000354607	0	0	0	0	0.056	0	0.800	0.119	0.819
CAV1	PTGS2	9606.ENSP00000339191	9606.ENSP00000356438	0	0	0	0	0.061	0.625	0	0.547	0.826
CAV1	FOXO1	9606.ENSP00000339191	9606.ENSP00000368880	0	0	0	0	0.044	0	0.750	0.341	0.828
CAV1	CD36	9606.ENSP00000339191	9606.ENSP00000415743	0	0	0	0	0.053	0	0	0.956	0.956
CAV1	TLR4	9606.ENSP00000339191	9606.ENSP00000363089	0	0	0	0	0.051	0.292	0	0.949	0.962
CAV1	DPP4	9606.ENSP00000339191	9606.ENSP00000353731	0	0	0	0	0.058	0	0	0.991	0.991
CAV1	FYN	9606.ENSP00000339191	9606.ENSP00000346671	0	0	0	0	0.051	0.511	0.900	0.944	0.997
CAV1	CAVIN1	9606.ENSP00000339191	9606.ENSP00000349541	0	0	0	0	0.391	0.642	0.400	0.997	0.999
CAV2	PLEC	9606.ENSP00000222693	9606.ENSP00000323856	0	0	0	0	0.042	0	0	0.405	0.406
CAV2	VWF	9606.ENSP00000222693	9606.ENSP00000261405	0	0	0	0	0.079	0	0	0.414	0.437
CAV2	DPP4	9606.ENSP00000222693	9606.ENSP00000353731	0	0	0	0	0.049	0	0	0.438	0.442
CAV2	CXADR	9606.ENSP00000222693	9606.ENSP00000284878	0	0	0	0	0.045	0	0	0.469	0.471
CAV2	PECAM1	9606.ENSP00000222693	9606.ENSP00000457421	0	0	0	0	0.042	0	0	0.479	0.480
CAV2	MET	9606.ENSP00000222693	9606.ENSP00000317272	0	0	0	0	0.140	0.046	0	0.456	0.515
CAV2	CDKN2B	9606.ENSP00000222693	9606.ENSP00000276925	0	0	0	0	0.066	0	0	0.511	0.524
CAV2	KRT19	9606.ENSP00000222693	9606.ENSP00000355124	0	0	0	0	0.060	0	0	0.540	0.549
CAV2	EHD2	9606.ENSP00000222693	9606.ENSP00000263277	0	0	0	0	0.181	0	0	0.518	0.588
CAV2	CAVIN2	9606.ENSP00000222693	9606.ENSP00000305675	0	0	0	0	0.150	0	0	0.584	0.631
CAV2	CAVIN1	9606.ENSP00000222693	9606.ENSP00000349541	0	0	0	0	0.339	0.091	0	0.878	0.920
CAV2	FYN	9606.ENSP00000222693	9606.ENSP00000346671	0	0	0	0	0.051	0.046	0.900	0.632	0.962
CAV2	EGFR	9606.ENSP00000222693	9606.ENSP00000275493	0	0	0	0	0.122	0.742	0.800	0.558	0.977
CAVIN1	LIPE	9606.ENSP00000349541	9606.ENSP00000244289	0	0	0	0	0.056	0.292	0	0.371	0.542
CAVIN1	EHD2	9606.ENSP00000349541	9606.ENSP00000263277	0	0	0	0	0.470	0	0	0.807	0.893
CAVIN1	MCAM	9606.ENSP00000349541	9606.ENSP00000264036	0	0	0	0	0.182	0	0.400	0	0.488
CAVIN1	RTKN	9606.ENSP00000349541	9606.ENSP00000272430	0	0	0	0	0.062	0	0.400	0.064	0.427
CAVIN1	EGFR	9606.ENSP00000349541	9606.ENSP00000275493	0	0	0	0	0.762	0.404	0	0.257	0.885
CAVIN1	STOM	9606.ENSP00000349541	9606.ENSP00000286713	0	0	0	0	0.103	0	0.400	0.137	0.495
CAVIN1	PLIN1	9606.ENSP00000349541	9606.ENSP00000300055	0	0	0	0	0.047	0	0	0.479	0.482
CAVIN1	CAVIN2	9606.ENSP00000349541	9606.ENSP00000305675	0	0	0	0.834	0.230	0.292	0	0.541	0.728
CAVIN1	SOCS3	9606.ENSP00000349541	9606.ENSP00000330341	0	0	0	0	0.075	0.292	0	0.446	0.605
CAVIN1	STAT5A	9606.ENSP00000349541	9606.ENSP00000341208	0	0.004	0	0	0.087	0	0	0.636	0.653
CAVIN1	JUP	9606.ENSP00000349541	9606.ENSP00000377508	0	0	0	0	0.050	0	0.400	0	0.405
